timestamp,acc_x,acc_y,acc_z
10050.0,-1.5000,9.6600,1.1169
10100.0,-1.5300,9.7000,1.1169
10150.0,-1.6500,9.8100,1.0351
10200.0,-1.6500,9.8500,0.8853
10250.0,-1.8000,9.7200,0.8036
10300.0,-1.7600,9.6600,0.8036
10350.0,-1.6500,9.6200,0.8445
10400.0,-1.5300,9.7200,0.9943
10450.0,-1.6500,9.8100,0.9943
10500.0,-1.6500,9.8100,0.9943
10550.0,-1.7300,9.7700,0.8036
10600.0,-1.6900,9.7000,0.8445
10650.0,-1.6100,9.7200,0.9534
10700.0,-1.5300,9.7200,0.9534
10750.0,-1.5300,9.7200,0.9943
10800.0,-1.6100,9.8500,0.9534
10850.0,-1.6500,9.8100,0.8853
10900.0,-1.6500,9.7000,0.8853
10950.0,-1.5700,9.7200,0.7627
11000.0,-1.4600,9.6600,0.8445
11050.0,-1.6500,9.8100,0.8853
11100.0,-1.5700,9.7700,0.8853
11150.0,-1.5700,9.8900,0.9262
11200.0,-1.5300,9.7200,0.8853
11250.0,-1.5700,9.6600,1.0760
11300.0,-1.4200,9.7200,1.1441
11350.0,-1.4600,9.8100,1.1169
11400.0,-1.5000,9.7000,1.1441
11450.0,-1.2300,9.5100,0.9943
11500.0,-1.4200,9.8100,0.8445
11550.0,-1.3800,9.6600,0.9262
11600.0,-1.8000,9.7200,0.7627
11650.0,-1.8000,9.7200,0.7627
11700.0,-2.0700,9.7200,0.6538
11750.0,-1.6500,9.5800,0.8445
11800.0,-1.6100,9.7000,0.9262
11850.0,-1.6100,9.7000,0.9262
11900.0,-1.6100,9.7000,0.9262
11950.0,-1.4600,9.4700,0.9534
12000.0,-1.4600,9.6200,0.8445
12050.0,-1.6900,9.7200,0.7627
12100.0,-1.7300,9.9200,0.9262
12150.0,-1.5700,10.0000,0.9943
12200.0,-1.6500,9.8100,0.9943
12250.0,-1.3100,9.5800,0.8853
12300.0,-1.5300,9.7000,0.9534
12350.0,-1.6100,9.7200,0.8853
12400.0,-1.5700,9.7200,1.0351
12450.0,-1.5000,9.7200,1.1441
12500.0,-1.4600,9.8100,1.1850
12550.0,-1.5000,9.7200,1.3076
12600.0,-1.5700,9.6600,1.1441
12650.0,-1.5300,9.6200,1.1441
12700.0,-1.6900,9.7200,1.1441
12750.0,-1.4600,9.6600,1.1850
12800.0,-1.5700,9.7200,1.0351
12850.0,-1.6500,9.8100,1.1169
12900.0,-1.5000,9.7700,1.1169
12950.0,-1.3800,9.7000,1.0760
13000.0,-1.5300,9.7000,1.0760
13050.0,-1.5000,9.7200,0.8853
13100.0,-1.5300,9.7200,0.9534
13150.0,-1.5300,9.7200,0.9534
13200.0,-1.5300,9.7200,0.9262
13250.0,-1.4600,9.7700,0.9534
13300.0,-1.5000,9.8500,1.0351
13350.0,-1.5300,9.7200,0.9262
13400.0,-1.5300,9.7200,0.8036
13450.0,-1.5300,9.7700,0.8445
13500.0,-1.5700,9.7700,0.8445
13550.0,-1.6500,9.8100,0.8036
13600.0,-1.5300,9.7000,0.8445
13650.0,-1.5700,9.7700,0.9262
13700.0,-1.3800,9.7200,0.9534
13750.0,-1.5300,9.8900,0.9534
13800.0,-1.5700,9.8900,0.9534
13850.0,-1.6100,9.6600,0.7219
13900.0,-1.6500,9.6200,0.7627
13950.0,-1.5700,9.5800,0.6946
14000.0,-1.8000,9.7700,0.8853
14050.0,-1.6900,9.8900,1.0351
14100.0,-1.2300,9.6600,1.1441
14150.0,-1.3800,9.7200,1.0760
14200.0,-1.6900,9.7700,0.9943
14250.0,-1.8800,9.8100,0.6538
14300.0,-1.6900,9.8900,0.8853
14350.0,-1.5700,9.6600,0.8445
14400.0,-1.3100,9.4700,0.9534
14450.0,-1.6100,10.0000,0.9943
14500.0,-1.8400,10.0800,0.9943
14550.0,-1.7300,9.7700,0.9943
14600.0,-1.3100,9.3800,1.1169
14650.0,-1.1400,9.5300,1.3076
14700.0,-2.2600,9.7700,0.8036
14750.0,-2.3000,10.0400,0.6946
14800.0,-1.6500,9.8100,0.8853
14850.0,-1.1800,10.2300,0.9262
14900.0,-0.5700,8.9600,1.0351
14950.0,-0.6500,9.5300,1.4165
15000.0,-1.5000,9.9600,1.4982
15050.0,-2.2200,9.8100,1.1850
15100.0,-1.9200,9.8100,0.9534
15150.0,-1.8800,9.8500,0.6946
15200.0,-1.6500,9.7200,0.6538
15250.0,-1.8000,9.6600,0.4631
15300.0,-1.7600,9.5300,0.5721
15350.0,-0.9500,9.3800,1.3076
15400.0,-0.9100,10.0000,1.6481
15450.0,-1.4600,10.1500,1.7298
15500.0,-1.4600,9.7000,1.3348
15550.0,-1.6100,9.7000,0.7627
15600.0,-1.8800,9.5800,0.3133
15650.0,-1.9200,9.7700,0.5312
15700.0,-1.8400,10.0400,0.8036
15750.0,-1.4600,9.9600,1.2258
15800.0,-0.8400,9.8100,0.9943
15850.0,-1.0800,9.6600,0.6538
15900.0,-1.8800,9.7200,0.5721
15950.0,-2.2200,9.8100,0.3133
16000.0,-2.4900,9.7200,0.3814
16050.0,-2.1400,9.8900,0.5312
16100.0,-1.5300,9.8900,0.6538
16150.0,-1.3300,9.8100,0.8445
16200.0,-1.2300,9.6200,0.9943
16250.0,-1.3800,9.7200,1.1441
16300.0,-1.5300,9.5800,1.1169
16350.0,-1.7300,9.8900,0.9943
16400.0,-1.8400,9.8500,0.8036
16450.0,-1.6900,9.6600,0.8445
16500.0,-1.7300,9.7000,0.8445
16550.0,-1.5300,9.7700,0.8853
16600.0,-1.5300,9.7000,0.9262
16650.0,-1.6100,9.8500,0.8853
16700.0,-1.5700,9.8900,0.8853
16750.0,-1.5700,9.8900,0.8853
16800.0,-1.3800,9.6200,0.9262
16850.0,-1.2300,9.6600,1.0760
16900.0,-1.4200,9.7700,1.1169
16950.0,-1.5300,9.7200,1.0760
17000.0,-1.5700,9.7700,0.9943
17050.0,-1.6900,9.8100,0.9534
17100.0,-1.4600,9.6200,1.0760
17150.0,-1.3800,9.6600,1.2258
17200.0,-1.5300,9.8500,1.1850
17250.0,-1.5700,9.7000,0.9943
17300.0,-1.6500,9.6200,1.0351
17350.0,-1.5000,9.7000,1.0351
17400.0,-1.5700,9.8100,1.0760
17450.0,-1.6500,9.8100,1.0760
17500.0,-1.5000,9.6600,1.0760
17550.0,-1.4600,9.7000,0.9534
17600.0,-1.5000,9.7000,0.9943
17650.0,-1.5000,9.7000,1.0351
17700.0,-1.6900,9.8900,0.9534
17750.0,-1.5300,9.8100,1.0351
17800.0,-1.5000,9.6600,1.0760
17850.0,-1.5300,9.6200,0.9943
17900.0,-1.5300,9.7000,0.9943
17950.0,-1.5700,9.7700,0.9943
18000.0,-1.5000,9.7700,1.0351
18050.0,-1.5000,9.7700,0.9943
18100.0,-1.5000,9.7200,0.8853
18150.0,-1.7300,9.8100,0.8853
18200.0,-1.7300,9.8100,0.8853
18250.0,-1.6500,9.7200,0.8853
18300.0,-1.6500,9.6600,0.8445
18350.0,-1.6500,9.7000,0.8445
18400.0,-1.6100,9.8100,0.8853
18450.0,-1.6900,9.8100,0.8036
18500.0,-1.5000,9.6600,0.6129
18550.0,-1.2700,9.4700,0.8036
18600.0,-1.0400,9.5300,1.2258
18650.0,-1.3300,9.9200,1.4574
18700.0,-2.3000,10.0800,1.3076
18750.0,-2.4900,9.7000,0.7627
18800.0,-2.1800,9.7000,0.6538
18850.0,-1.8000,9.7200,0.7627
18900.0,-1.6500,10.0400,0.5312
18950.0,-1.5300,9.8100,0.1907
19000.0,-1.8800,10.0800,0.1498
19050.0,-1.8400,9.8900,0.3133
19100.0,-1.2300,9.2800,0.6538
19150.0,-0.9100,9.0400,0.8853
19200.0,-0.9500,9.3400,0.9943
19250.0,-2.0700,10.5000,1.3348
19300.0,-1.8400,10.2300,1.2258
19350.0,-1.7600,9.6600,1.1850
19400.0,-1.9200,9.4700,0.9262
19450.0,-1.8000,9.5100,0.7219
19500.0,-2.2600,9.8900,0.5040
19550.0,-2.0300,9.9200,0.5312
19600.0,-1.7300,9.9200,0.7627
19650.0,-2.0300,9.9600,0.5721
19700.0,-2.0300,9.7700,0.6538
19750.0,-1.9900,9.5100,0.6538
19800.0,-2.1100,9.7000,0.7627
19850.0,-1.8800,9.5800,1.0760
19900.0,-1.8000,9.3800,1.0760
19950.0,-1.8400,9.3400,1.1169
20000.0,-1.9500,9.8900,1.2667
20050.0,-1.6100,10.0800,1.2667
20100.0,-1.4200,9.6600,1.3076
20150.0,-1.8400,9.5300,1.1441
20200.0,-2.0700,9.5800,0.9534
20250.0,-2.2200,9.6200,0.8853
20300.0,-1.9500,9.6200,1.0760
20350.0,-1.4600,9.5300,1.0760
20400.0,-1.6500,10.0800,1.1850
20450.0,-1.8800,9.8900,0.9943
20500.0,-1.8800,9.5300,0.9943
20550.0,-1.8000,9.5800,0.9534
20600.0,-1.8000,9.8500,0.8036
20650.0,-1.6500,9.8900,0.8853
20700.0,-1.5000,9.7700,0.8853
20750.0,-1.5000,9.7000,0.5312
20800.0,-1.8400,9.7200,0.5312
20850.0,-1.7600,9.6600,0.6129
20900.0,-1.8000,9.7000,0.6946
20950.0,-1.9200,10.0400,0.8853
21000.0,-1.6500,9.7700,0.8445
21050.0,-1.8400,9.7200,0.8853
21100.0,-1.5300,9.5800,0.7627
21150.0,-1.5000,9.7000,0.9534
21200.0,-1.4200,9.7200,0.9534
21250.0,-1.6500,9.8500,0.9262
21300.0,-1.6900,9.7700,0.8853
21350.0,-1.7300,9.8100,0.9534
21400.0,-1.2700,9.5100,1.1169
21450.0,-1.4600,9.7700,1.2667
21500.0,-1.6500,9.8500,1.1441
21550.0,-1.5700,9.7000,1.1169
21600.0,-1.6900,9.7200,1.0351
21650.0,-1.5700,9.7200,1.0351
21700.0,-1.5000,9.7000,1.1169
21750.0,-1.5000,9.5300,1.1169
21800.0,-1.6500,9.6600,1.1850
21850.0,-1.6500,9.6600,1.1850
21900.0,-1.6900,9.7700,1.1850
21950.0,-1.7300,9.8500,1.0760
22000.0,-1.6500,9.7000,1.0760
22050.0,-1.5000,9.6600,1.0760
22100.0,-1.5000,9.7000,1.2667
22150.0,-1.5700,9.8100,0.9534
22200.0,-0.9900,9.7200,1.2258
22250.0,-1.6900,9.8900,1.3348
22300.0,-1.4600,9.6600,1.2258
22350.0,-1.7300,9.5800,0.8853
22400.0,-1.6100,9.5300,0.9534
22450.0,-1.4600,9.6200,1.1850
22500.0,-1.8000,9.8100,1.1169
22550.0,-1.7600,9.7000,1.1441
22600.0,-1.6500,9.6200,1.1169
22650.0,-1.3800,9.7000,1.2667
22700.0,-1.2700,9.7200,1.1850
22750.0,-1.1200,9.6600,1.1850
22800.0,-1.3300,9.6600,1.0760
22850.0,-1.6100,9.5800,0.9534
22900.0,-1.9200,9.8900,0.8853
22950.0,-2.1400,9.9600,0.8445
23000.0,-1.8400,9.7000,0.7219
23050.0,-1.8000,9.6600,0.6129
23100.0,-1.8400,9.7200,0.6538
23150.0,-1.9200,9.6600,0.7627
23200.0,-1.8400,9.7000,0.8445
23250.0,-1.8400,9.8100,0.9262
23300.0,-1.7300,10.0800,0.8445
23350.0,-1.9900,9.8100,0.4631
23400.0,-1.6100,9.6200,0.5721
23450.0,-1.9500,9.8100,0.5312
23500.0,-2.0300,9.7200,0.7627
23550.0,-2.1100,9.8100,0.6946
23600.0,-2.1400,9.4700,0.5312
23650.0,-1.8800,9.5300,0.7219
23700.0,-1.6900,9.7700,0.9262
23750.0,-1.4200,9.7000,1.1441
23800.0,-1.6100,9.7200,1.1850
23850.0,-1.6500,9.7200,0.9943
23900.0,-1.4600,9.5800,0.9534
23950.0,-1.6500,9.6600,0.9534
24000.0,-1.7300,9.7700,0.9534
24050.0,-1.7600,9.8100,0.9943
24100.0,-1.7600,9.6600,1.0760
24150.0,-1.6500,9.6200,1.1169
24200.0,-1.8000,9.6600,0.9943
24250.0,-1.8000,9.8100,0.9534
24300.0,-1.7600,9.8100,0.9262
24350.0,-1.6100,9.7000,0.9943
24400.0,-1.5700,9.5800,0.9534
24450.0,-1.5700,9.5800,0.9534
24500.0,-1.5700,9.7700,1.1169
24550.0,-1.6100,9.8900,0.9943
24600.0,-1.6100,9.7700,0.9534
24650.0,-1.6500,9.6200,0.8853
24700.0,-1.6500,9.7000,0.8853
24750.0,-1.6500,9.7700,0.9534
24800.0,-1.6500,9.7200,1.1169
24850.0,-1.6500,9.7200,1.1169
24900.0,-1.6500,9.6600,1.0760
24950.0,-1.6500,9.6600,1.0760
25000.0,-1.6500,9.7000,1.0351
25050.0,-1.6500,9.7200,1.0351
25100.0,-1.5700,9.6600,1.0760
25150.0,-1.5700,9.7000,1.0760
25200.0,-1.5300,9.6600,1.1441
25250.0,-1.5700,9.7200,1.1850
25300.0,-1.6100,9.7200,1.1441
25350.0,-1.5700,9.7200,1.1169
25400.0,-1.5700,9.7000,1.0351
25450.0,-1.5700,9.7700,0.9943
25500.0,-1.5700,9.7200,0.9943
25550.0,-1.5700,9.7200,1.1169
25600.0,-1.5000,9.7700,1.1169
25650.0,-1.5000,9.6600,1.1441
25700.0,-1.5300,9.7000,1.0760
25750.0,-1.6100,9.7200,1.0760
25800.0,-1.6100,9.7700,1.0351
25850.0,-1.5700,9.7700,1.1441
25900.0,-1.5300,9.7000,1.0760
25950.0,-1.5000,9.7000,1.1441
26000.0,-1.5000,9.7000,1.1441
26050.0,-1.5300,9.7200,1.0760
26100.0,-1.5700,9.7200,1.1441
26150.0,-1.5000,9.7000,1.1169
26200.0,-1.4600,9.7000,1.1441
26250.0,-1.5000,9.6600,1.1169
26300.0,-1.5300,9.7200,1.1169
26350.0,-1.5300,9.7700,1.1169
26400.0,-1.4600,9.7000,1.1169
26450.0,-1.4200,9.6200,1.1169
26500.0,-1.5000,9.7200,1.1850
26550.0,-1.4600,9.8100,1.1850
26600.0,-1.6100,9.7200,0.9943
26650.0,-1.7300,9.6600,0.7627
26700.0,-1.8800,9.6200,0.6946
26750.0,-1.8000,9.7700,0.8445
26800.0,-1.7300,9.8900,0.9943
26850.0,-1.6500,9.7700,1.1850
26900.0,-1.3800,9.7000,1.1169
26950.0,-1.3100,9.6200,1.1850
27000.0,-1.1400,9.5800,1.3076
27050.0,-1.0400,9.6600,1.3348
27100.0,-1.1800,9.7700,1.3348
27150.0,-1.3300,9.7700,1.2258
27200.0,-1.5700,9.7200,0.9943
27250.0,-1.6900,9.6600,0.8853
27300.0,-1.7600,9.7200,0.9262
27350.0,-1.7600,9.7000,1.0351
27400.0,-1.6500,9.6600,0.8853
27450.0,-1.9900,9.7200,0.7219
27500.0,-2.1100,9.8100,0.6946
27550.0,-1.9200,9.7700,0.8036
27600.0,-1.7600,9.6600,0.8036
27650.0,-1.6500,9.6600,0.7219
27700.0,-1.8000,9.7700,0.8853
27750.0,-1.8000,9.7700,0.8853
27800.0,-1.8400,9.8100,0.8853
27850.0,-1.9200,9.6600,0.8036
27900.0,-1.9200,9.7700,0.7627
27950.0,-1.8000,9.8500,0.7219
28000.0,-1.9900,9.8500,0.5721
28050.0,-1.9200,9.6600,0.5721
28100.0,-1.8400,9.7700,0.7627
28150.0,-1.6500,9.6600,0.7627
28200.0,-1.8000,9.7000,0.9262
28250.0,-1.6900,9.7700,0.9262
28300.0,-1.9500,9.9200,0.9534
28350.0,-2.1100,9.8100,0.6538
28400.0,-2.1100,9.7200,0.6129
28450.0,-1.9900,9.7200,0.6538
28500.0,-1.9200,9.6200,0.7627
28550.0,-1.8400,9.4700,0.8853
28600.0,-1.7600,9.5300,0.9534
28650.0,-1.9500,9.7200,1.0351
28700.0,-1.9500,9.7700,0.7627
28750.0,-1.9900,9.8900,0.8036
28800.0,-1.4600,11.9200,-0.2724
28850.0,-1.8000,8.2400,0.7219
28900.0,-1.1800,8.7700,0.5312
28950.0,-1.9500,9.6600,1.1850
29000.0,-1.7300,9.8500,1.4165
29050.0,-1.7300,9.7200,1.3757
29100.0,-2.0700,10.1500,1.3348
29150.0,-1.5300,9.5300,1.2258
29200.0,-1.7300,9.4700,1.1441
29250.0,-1.8000,9.7000,0.9943
29300.0,-1.8400,9.8100,0.9534
29350.0,-1.8800,9.8100,0.9943
29400.0,-1.6900,9.7700,0.8445
29450.0,-1.5700,9.7200,0.8853
29500.0,-1.5000,9.5800,0.9262
29550.0,-1.4200,9.6200,1.0760
29600.0,-1.4200,9.8900,1.2667
29650.0,-1.4600,9.8100,1.3348
29700.0,-1.6100,9.8500,1.4165
29750.0,-1.5000,9.6200,1.2258
29800.0,-1.3800,9.6200,1.3757
29850.0,-1.3100,9.5300,1.3757
29900.0,-1.3800,9.6200,1.4982
29950.0,-1.4600,9.7000,1.5391
30000.0,-1.6500,9.8500,1.6481
30050.0,-1.5000,10.0000,1.6072
30100.0,-1.5000,9.8100,1.4165
30150.0,-1.3100,9.7200,1.3076
30200.0,-1.3800,9.5100,0.9943
30250.0,-1.5000,9.5300,0.9943
30300.0,-1.6900,9.5300,0.7627
30350.0,-1.3800,9.3400,0.7219
30400.0,-1.1400,9.5300,0.9943
30450.0,-0.6500,10.3800,1.2667
30500.0,-0.3400,9.5100,1.2258
30550.0,-0.1100,9.1900,0.9943
30600.0,0.1900,9.3800,1.4574
30650.0,0.1900,9.3800,1.4574
30700.0,0.1900,9.3800,1.4574
30750.0,-0.4600,10.3400,2.0703
30800.0,-0.6100,9.7700,1.5391
30850.0,-1.0400,9.7200,0.9943
30900.0,-0.8000,9.0000,1.0760
30950.0,-1.3100,9.6600,1.7570
31000.0,-1.5000,9.6200,1.6072
31050.0,-1.8800,9.9200,1.6481
31100.0,-2.2200,10.1200,1.7979
31150.0,-1.9500,9.8500,2.8739
31200.0,-1.1200,9.7000,3.0646
31250.0,-0.8400,9.4700,2.2201
31300.0,-1.1400,9.1900,2.1520
31350.0,-0.6500,8.9600,2.1520
31400.0,0.0400,9.3400,2.6015
31450.0,1.6500,9.0400,2.9148
31500.0,1.9900,9.6600,3.1735
31550.0,2.2200,9.5100,3.2553
31600.0,1.2700,8.7700,2.5606
31650.0,1.0400,8.7700,2.3699
31700.0,0.4600,9.6200,2.1112
31750.0,0.1900,10.2700,2.3018
31800.0,0.6900,10.9500,2.7922
31850.0,1.3100,12.0300,4.2087
31900.0,0.4200,9.5300,3.4051
31950.0,0.1900,7.2100,2.1520
32000.0,0.0000,7.5900,2.6015
32050.0,-0.1900,7.7800,2.9148
32100.0,-0.1900,7.7400,2.7241
32150.0,-1.3800,10.4200,2.6423
32200.0,-1.6500,11.5600,4.0997
32250.0,-0.1500,8.9600,2.6015
32300.0,-1.8000,8.8900,1.0760
32350.0,-1.6100,11.5000,3.5958
32400.0,0.8900,10.4200,2.9556
32450.0,-1.5700,8.7300,1.1850
32500.0,-1.6100,9.3800,1.6481
32550.0,-0.8000,9.1500,1.5391
32600.0,-2.1800,10.1500,1.4574
32650.0,-2.1100,9.5300,1.3757
32700.0,-0.9100,9.7200,1.2667
32750.0,-0.6100,9.7200,1.4982
32800.0,-0.2300,9.5300,1.1441
32850.0,-0.7600,9.8900,1.2667
32900.0,-1.1800,9.6600,0.6946
32950.0,-1.4600,9.8100,0.5721
33000.0,-1.3100,9.9200,0.5040
33050.0,-0.7200,9.8500,0.3814
33100.0,-0.5700,9.8900,0.2315
33150.0,-0.8000,10.0000,0.4222
33200.0,-1.3100,9.9600,0.5721
33250.0,-1.1800,9.7700,0.7219
